Id,"DTX-Geometria-KwnT-ExisKyklou-GenExKykl-SectEx1"
FileType,"Άσκηση ενότητας"
Field,"Γεωμετρία"
Chapter,"Κωνικές τομές"
Section,"Κύκλος - Εξίσωση κύκλου"
ExerciseType,"Γενική εξίσωση κύκλου"
Difficulty,"1"
Path,"/home/spyros/Μαθηματικά/Βάση Δεδομένων Μαθηματικών/Γεωμετρία/Κωνικές τομές/Κύκλος - Εξίσωση κύκλου/Ασκήσεις/Γενική εξίσωση κύκλου/DTX-Geometria-KwnT-ExisKyklou-GenExKykl-SectEx1.tex"
Date,"11/2/2022 17:26"
Solved_Prooved,"NO"
Bibliography,""
FileContent,"%# Database File : DTX-Geometria-KwnT-ExisKyklou-GenExKykl-SectEx1\qt_endl%@ Database source: Mathematics\qt_endlΝα βρεθεί τι σχήμα παριστάνει κάθεμία από τις παρακάτω εξισώσεις\qt_endl\begin{alist}\qt_endl\item $ x^2+y^2+2x+4y-4=0 $\qt_endl\item $ x^2+y^2+6x-10y+34=0 $\qt_endl\item $ x^2+y^2-2x+4y+9=0 $\qt_endl\item $ x^2+y^2+x+2y+\frac{1}{4}=0 $\qt_endl\item $ 4x^2+4y^2+12x+16y-20=0 $\qt_endl\item $ x^2+y^2+8y+20=0 $\qt_endl\end{alist}\qt_endl%# End of file DTX-Geometria-KwnT-ExisKyklou-GenExKykl-SectEx1"
Preamble,"Basic"
BuildCommand,"PdfLaTeX"
FileDescription,""
Class,""
Year,""
Semester,""
Custom_Tags,""
