Id,"DTX-Geometria-Dian-EswterikoGin-MetrGrSyn-SectEx1"
FileType,"Άσκηση ενότητας"
Field,"Γεωμετρία"
Chapter,"Διανύσματα"
Section,"Εσωτερικό γινόμενο"
ExerciseType,"Μέτρο γραμμικού συνδυασμού"
Difficulty,"1"
Path,"/home/spyros/Μαθηματικά/Βάση Δεδομένων Μαθηματικών/Γεωμετρία/Διανύσματα/Εσωτερικό γινόμενο/Ασκήσεις/Μέτρο γραμμικού συνδυασμού/DTX-Geometria-Dian-EswterikoGin-MetrGrSyn-SectEx1.tex"
Date,"22/1/2022 00:38"
Solved_Prooved,"NO"
Bibliography,""
FileContent,"%# Database File : DTX-Geometria-Dian-EswterikoGin-MetrGrSyn-SectEx1\qt_endl%@ Database source: Mathematics\qt_endlΔίνονται τα διανύσματα $ \vec{a},\vec{\beta} $ για τα οποία ισχύει $ |\vec{a}|=2,|\vec{\beta}|=4 $ και $ \hat{(\vec{a},\vec{\beta})}=60\degree $.\qt_endl\begin{alist}\qt_endl\item Να υπολογίσετε το εσωτερικό γινόμενο $ \vec{a}\cdot\vec{\beta} $.\qt_endl\item Να βρεθεί το μέτρο του διανύσματος $\vec{u}=3\vec{a}-\vec{\beta}$.\qt_endl\end{alist}\qt_endl%# End of file DTX-Geometria-Dian-EswterikoGin-MetrGrSyn-SectEx1"
Preamble,"Basic"
BuildCommand,"PdfLaTeX"
FileDescription,""
Class,""
Year,""
Semester,""
Custom_Tags,""
