Id,"DTX-Geometria-KwnT-ExisKyklou-ExEfKyk-SectEx5"
FileType,"Άσκηση ενότητας"
Field,"Γεωμετρία"
Chapter,"Κωνικές τομές"
Section,"Κύκλος - Εξίσωση κύκλου"
ExerciseType,"Εξίσωση εφαπτομένης κύκλου (αρχή αξόνων + τυχαία θέση)"
Difficulty,"1"
Path,"/home/spyros/Μαθηματικά/Βάση Δεδομένων Μαθηματικών/Γεωμετρία/Κωνικές τομές/Κύκλος - Εξίσωση κύκλου/Ασκήσεις/Εξίσωση εφαπτομένης κύκλου (αρχή αξόνων + τυχαία θέση)/DTX-Geometria-KwnT-ExisKyklou-ExEfKyk-SectEx5.tex"
Date,"17/2/2022 13:57"
Solved_Prooved,"NO"
Bibliography,""
FileContent,"%# Database File : DTX-Geometria-KwnT-ExisKyklou-ExEfKyk-SectEx5\qt_endl%@ Database source: Mathematics\qt_endlΝα βρεθεί η εξίσωση της εφαπτομένης του κύκλου $ (x-3)^2+(y+1)^2=5 $\qt_endl\begin{alist}\qt_endl\item στο σημείο επαφής $ M(4,1) $.\qt_endl\item η οποία είναι παράλληλη με την ευθεία $ \zeta: y=-\frac{x}{2}+3 $.\qt_endl\item η οποία διέρχεται από το σημείο $ P(-2,0) $.\qt_endl\end{alist}\qt_endl%# End of file DTX-Geometria-KwnT-ExisKyklou-ExEfKyk-SectEx5"
Preamble,"Basic"
BuildCommand,"PdfLaTeX"
FileDescription,""
Class,""
Year,""
Semester,""
Custom_Tags,""
